ITEM_20150317_000056	Badelaire 	바들레르				
ITEM_20150317_000057	Saif 	사이프				
ITEM_20150317_000058	Colichemarde 	콜리슈마르드				
ITEM_20150317_000059	Firangi 	피란기				
ITEM_20150317_000060	Thorn Cutter 	쏜 커터				
ITEM_20150317_000061	Demion Sword 	데미온소드				
ITEM_20150317_000062	Master Sword 	지존검				
ITEM_20150317_000063	Panto Sword 	판토 소드				
ITEM_20150317_000064	A crude sword used by the Panto. You could craft a better version yourself. 	판토들이 사용하지만 직접 제작하면 더 나은 판토 소드를 만들 수 있습니다.				
ITEM_20150317_000065	Flonas Sabre 	플로나스 사브르				
ITEM_20150317_000066	Some say this weapon unleashes the grudge that plants hold against beasts. 	어떤 사람들은 이 검에 식물이 동물에게 품은 감정이 발현된다고 합니다.				
ITEM_20150317_000067	Golden Falchion 	골든 폴쳔				
ITEM_20150317_000068	Possibly due to gold's correlation with fortune, the Golden Falchion bestows its wielder with good luck during battle. Of course, it severely harms its foes. 	황금이 행운의 상징인 때문인지 골든 폴쳔은 전투에서 행운을 선사하곤 합니다. 물론 적에게는 심한 피해가 되겠지요.				
ITEM_20150317_000069	Steel Falchion 	스틸 폴쳔				
ITEM_20150317_000070	The Steel Falchion is a good choice for those pursuing precision in their swordsmanship. 	검법의 정밀함을 추구하는 검사라면 스틸 폴쳔이 좋은 선택일 수 있습니다.				
ITEM_20150317_000071	Silver Falchion 	실버 폴쳔				
ITEM_20150317_000072	Its light weight and sturdiness allows the swordsman to unleash his full potential during an attack. 	가벼우면서도 의외로 단단하여 검사의 용력을 담은 공격을 펼칠 수 있습니다.				
ITEM_20150317_000073	Mandrapick 	만드라픽				
ITEM_20150317_000074	This sword is said to clear its wielder's mind with its Mandragora essence. 	마드라고라의 힘이 깃들어 착용자의 정신을 맑게 한다고 합니다.				
ITEM_20150317_000075	Wizard Blade 	위저드 블레이드				
ITEM_20150317_000076	You should never ridicule a wizard for wielding a sword, especially if that sword is the Wizard Blade. 	마법사가 검을 사용한다고 우습게 보면 안 됩니다. 특히 그 검이 위저드 블레이드라면 더욱 그렇습니다.				
ITEM_20150317_000077	Cheminis Sword 	케미니스 소드				
ITEM_20150317_000078	This sword is made from a recipe developed by an alchemist from the Winterspoon family, who claimed that he could make a better sword than a blacksmith. 	오래전 윈터스푼 가문의 알케미스트가 대장장이보다 나은 검을 만들 수 있다고 주장하고 내놓은 제조법에 기반한 검입니다.				
ITEM_20150317_000079	Austas 	아우스타스				
ITEM_20150317_000080	This sword is worthy of its steep price. However, merchants would prefer that you return to buy other weapons than continue using it for a long time. 	비싼 가치를 하는 무기입니다. 다만 상인들은 당신이 이것을 오래 쓰기보다는 자주 사러 오기를 바랍니다.				
ITEM_20150317_000081	Miskas Sabre 	미스카스 사브르				
ITEM_20150317_000082	This weapon will make your swordsmanship swifter. 	당신의 검법을 더 날렵하게 만드는 무기입니다.				
ITEM_20150317_000083	Imperni Sword 	임페르니 소드				
ITEM_20150317_000084	Veterans will often recount the thrill they experienced when advancing from a novice and first holding this sword. 	검의 대가들도 초보티를 벗고 처음 이 검을 잡았을 때의 감격을 이야기하곤 합니다. 				
ITEM_20150317_000085	Gritas 	그리타스				
ITEM_20150317_000086	A sword used by valiant adventurers. Ironically, it is often found on strong monsters. A person who obtains this sword is unknowingly exacting revenge for its previous owner. 	뛰어난 모험가들이 사용하던 검입니다. 역설적인 이유로 강한 몬스터들의 몸에 있는 경우가 많습니다. 이 검을 얻는 사람은 자기도 모르게 전주인의 복수를 하는 셈입니다.  				
ITEM_20150317_000087	Spatha 	스파타				
ITEM_20150317_000088	An improved version of the Gladius made by extending the blade length.	검날의 길이를 늘려 글라디우스의 부족한 점을 보와한 검입니다. 				
ITEM_20150317_000089	Aras' Falchion 	아라스의 폴쳔				
ITEM_20150317_000090	This weapon gives you the opportunity to experience the capabilities of a Falchion. 	폴쳔의 성능을 체험할 기회를 드립니다.				
ITEM_20150317_000091	Smith Sword 	스미스 소드				
ITEM_20150317_000092	- 2% chance to inflict an additional 600% damage	 - 공격시 2% 확률로 +600% 피해				
ITEM_20150317_000093	This sword occasionally gleams with the craftsmanship of its creator.	가끔 대장장이의 웅혼한 혼을 보여주기도 합니다.				
ITEM_20150317_000094	Klavis Sword 	클라비스 소드				
ITEM_20150317_000095	Despite its quality, it sells relatively well. 	성능에 비해서는 잘 팔리는 편입니다.				
ITEM_20150317_000096	Dio Sword 	디오 소드				
ITEM_20150317_000097	Thresh Sword 	트레시 소드				
ITEM_20150317_000098	Sestas Sword 	세스타스 소드				
ITEM_20150317_000099	Dratt Sword 	드라트 소드				
ITEM_20150317_000100	Aston Sword 	아스턴 소드				
ITEM_20150317_000101	Devi Sword	데비 소드				
ITEM_20150317_000102	Prima Sword	프리마 소드				
ITEM_20150317_000103	Trinity Sword 	트리니티 소드				
ITEM_20150317_000104	If you're unsatisfied with one type of Falchion, this is an alternative. However, you'll have to bear the extra cost for its crafting. 	한 종류의 폴쳔으로 만족하지 못한다면 그 적절한 대안입니다. 물론 제조비용이 따릅니다.				
ITEM_20150317_000105	Durandal 	듀란달				
ITEM_20150317_000106	Many adventurers name their best sword after this weapon. This was the name of the sword wielded by an ancient warrior chosen by a goddess. 	많은 이들이 스스로 훌륭하다고 생각하는 검에 이 이름을 붙이려고 합니다. 고대에 선택받은 여신의 용사가 사용했다던 검의 이름입니다.				
ITEM_20150317_000107	Velniup 	벨니웁				
ITEM_20150317_000108	People will even go so far as to say that this weapon is overly cruel. 	심지어 어떤 사람들은 이 검이 너무 잔혹한 무기라고까지 말합니다.				
ITEM_20150317_000109	Fortis 	포르티스				
ITEM_20150317_000110	While unpopular during the Great Plant Cataclysm, the resurgence of strongly armored monsters is proving its value.	식물재앙 초기에는 인기가 없었으나 몬스터 가운데 강한 방어력을 지닌 것들이 발견됨에 따라 재평가되고 있습니다.				
ITEM_20150317_000111	Chapparition Cutter	채퍼리션 커터				
ITEM_20150317_000112	According to a theory, this sword is also used in conflicts amongst the demons. 	일설에 따르면 마족들간의 분쟁에도 이 검이 사용된다고 합니다.				
ITEM_20150317_000113	Deathweaver Cutter 	데스위버 커터				
ITEM_20150317_000114	One becomes the deathbringer by wielding this blade.	이제부터는 당신이 죽음을 자아내는 자가 되어야 합니다.				
ITEM_20150317_000115	Chapparition Sword 	채퍼리션 소드				
ITEM_20150317_000116	This serves as indirect evidence for the disputes between demons.	마족간에 분쟁이 존재한다는 간접 증거이기도 합니다.				
ITEM_20150317_000117	Bendras Sword 	벤드라스 소드				
ITEM_20150317_000118	A sword carrying the might of a goddess that has smited many evils in the past. 	여신의 권능이 일부 깃든 이 검은 고대로부터 많은 악을 처단했습니다.				
ITEM_20150317_000119	Illizia 	일리지아				
ITEM_20150317_000120	This blade severely threatens both the life of its foe and the owner's finances. Of course, most swordsmen ignore the latter effect. 	적의 생명과 주인의 재정에 심각한 위해를 가합니다. 물론 대부분의 검사들은 전자에 주목하기 때문에 후자는 무시합니다.				
ITEM_20150317_000121	Scheduled for deletion 	삭제예정				
ITEM_20150317_000122	Two-handed Sword [Slash] 	양손검[베기]				
ITEM_20150317_000123	Dunkel Bastard Sword 	던켈 바스타드 소드				
ITEM_20150317_000124	Some master craftsman and soldiers call this a 'mixed style two-handed sword.' They say this to justify themselves. 	어떤 장인들과 검사들은 혼합양식의 양손 기본검이라 부릅니다. 자기 위안은 중요하니까 말입니다.				
ITEM_20150317_000125	Flamberge 	플랑베르쥬				
ITEM_20150317_000126	If you're an expert in two-handed weapons, the wave shaped edge can cause massive damage. 	양손검에 익숙하다면 물결치는 검날은 큰 피해를 입힐 수 있는 구조입니다.				
ITEM_20150317_000127	Nodachi 	노다치				
ITEM_20150317_000128	A Nodachi with a length 'just right' can amplify its slashing power and dominate the space between the wielder and their foe. 	적당한 길의 노다치는 베는 위력을 증강시키고 적과의 간격을 지배합니다.				
ITEM_20150317_000129	Claymore 	클레이모어				
ITEM_20150317_000130	Claymores of this kingdom make much account of weight and power.	우리 왕국의 클레이모어는 무게와 위력을 중시하여 만들어집니다.				
ITEM_20150317_000131	Colossus 	콜로서스				
ITEM_20150317_000132	The unusual fan-shaped blade offers potential to amplify its power and versatility to be adapted in many techniques. 	부채꼴 모양의 검미는 위력을 증대시키고 다양한 기술에 응용될 가능성이 있습니다.				
ITEM_20150317_000133	Caliburn 	칼리번				
ITEM_20150317_000134	Frequently carried by high ranking soldiers. 	비교적 지위 높은 검사들이 애용하는 검입니다.				
ITEM_20150317_000135	Quaddara 	콰다라				
ITEM_20150317_000136	Contrary to its appearance, this sword is double-edged and often used by swordsmen pursuing practicality. 	얼핏 보이는 외양과 달리 양날검이며, 실전성을 추구하는 검사들의 애용합니다.				
ITEM_20150317_000137	Light Claymore 	라이트 클레이모어				
ITEM_20150317_000138	The structure of this sword allows its user to perform a stabbing attack. 	검미의 구조를 이용해 적을 찍는 공격이 가능하다고 합니다.				
ITEM_20150317_000139	Crude Colossus	조악한 콜로서스				
ITEM_20150317_000140	Ilwoon 	일룬				
ITEM_20150317_000141	The Great Ruklys carried this sword in his early days. 	위대한 루클리스도 초기에는 이 검을 애용했다고 합니다.				
ITEM_20150317_000142	Practice Bastard Sword 	연습용 바스타드 소드				
ITEM_20150317_000143	Bastard Sword 	바스타드 소드				
ITEM_20150317_000144	Heavy Flamberge	헤비 플랑베르쥬				
ITEM_20150317_000145	Heavy Nodachi	헤비 노다치				
ITEM_20150317_000146	Heavy Claymore	헤비 클레이모어				
ITEM_20150317_000147	Dunkel Nodachi 	던켈 노다치				
ITEM_20150317_000148	Dunkel Quaddara 	던켈 콰다라				
ITEM_20150317_000149	Dunkel Flamberge 	던켈 플랑베르쥬				
ITEM_20150317_000150	Dunkel Claymore 	던켈 클레이모어				
ITEM_20150317_000151	Greatsword 	그레이트 소드				
ITEM_20150317_000152	Katzbalger 	카츠발게르				
ITEM_20150317_000153	Dress Sword 	드레스 소드				
ITEM_20150317_000154	Zweihander 	쯔바이핸더				
ITEM_20150317_000155	Executioner's Sword 	엑스큐셔너스 소드				
ITEM_20150317_000156	Lumai Two-handed Sword 	루마이 투 핸드 소드				
ITEM_20150317_000157	Overknife 	오버나이프				
ITEM_20150317_000158	Potentia 	포텐티아				
ITEM_20150317_000159	A great alternative for those unsatisfied with a regular Flamberge. 	평범함 플랑베르쥬에 만족하지 못한다면 이것이 좋은 대안이 됩니다.				
ITEM_20150317_000160	Temsus Flamberge 	템서스 플랑베르쥬				
ITEM_20150317_000161	A sword with great capacity for improvement that compliments the wielder's innate power. Try its potential for yourself. 	당신의 잠재력과 더불어 큰 향상의 여지가 있는 무기입니다. 그 가능성을 시험해 보십시오.				
ITEM_20150317_000162	Didel Colossus 	디델 콜로서스				
ITEM_20150317_000163	This sword is for those who seek more weight, more power, and more reach in their slashes. 	더 무겁게, 더 강하게, 더 넓게 공격하길 원한다면 이 검이 도움이 될 수 있습니다. 				
ITEM_20150317_000164	Collecture 	콜렉투르				
ITEM_20150317_000165	Though popular in battles today, this weapon was considered a decorative or collectible item prior to the Great Plant Cataclysm.	식물재앙 이후 실전에서도 많이 쓰이지만, 그전에는 장식과 수집용 검의 성격이 짙었습니다.				
ITEM_20150317_000166	Hogma Greatsword 	호그마 그레이트 소드				
ITEM_20150317_000167	How the Hogmas obtained or crafted this weapon is unimportant. We are more concerned with crafting and using it ourselves. 	호그마들이 어디서 이런 무기를 구하는지 혹은 만드는지는 중요하지 않습니다. 우리가 제조하여 사용할 수 있다는 점이 중요합니다.				
ITEM_20150317_000168	Cheminis Bastard Sword 	케미니스 바스타드 소드				
ITEM_20150317_000169	In the wake of the Great Plant Cataclysm, the Winterspoon family disclosed the crafting recipe for this weapon to all alchemists.	윈터스푼 가문은 식물재앙이란 초유의 사태를 맞아 모든 알케미스트에게 이검의 제조법을 공개했습니다. 				
ITEM_20150317_000170	Primaluce 	프리마루체				
ITEM_20150317_000171	Swordsmen seeking raw power in a weapon frequently choose this sword as their first magic sword. 	자신의 첫 마법검으로 위력있는 무기를 원하는 검사들이 많이 선택하는 무기입니다.				
ITEM_20150317_000172	Kindzal 	킨드잘				
ITEM_20150317_000173	Those who like to temper their weapons craft this sword for their own use. 	자신의 무기를 길들이는 행위를 좋아하는 검사들은 이 검을 만들어 사용하기도 합니다.				
ITEM_20150317_000174	Imperni Two-handed Sword 	임페르니 투 핸드 소드				
ITEM_20150317_000175	If you got this sword through the black market, it is clear evidence that you have obtained a certain level of reliability. 	블랙마켓과의 거래에서 이 검을 얻었다면 어느 정도 신뢰를 얻었다는 증거로 볼 수 있습니다.				
ITEM_20150317_000176	Prieblanda 	프리에블란다				
ITEM_20150317_000177	This sword shares the same inventor with the 'Primaluce' sword. 	이 검의 제조법을 고안한 장인은 프리마루체의 제조자와 동일인입니다.				
ITEM_20150317_000178	Lapis Katzbalger 	라피스 카츠발게르				
ITEM_20150317_000179	The enhancement of Katzbalger has been developed less than 100 years ago. Thus the crafting recipe for this weapon is unrelated to Ruklys. 	카츠발게르를 강화하는 방법이 발견된 것은 100년도 안 됩니다. 고로 이 검의 제조법은 루클리스와는 무관합니다.				
ITEM_20150317_000180	Smith Two-handed Sword 	스미스 투 핸드 소드				
ITEM_20150317_000181	Since Medzio Diena, fewer people have been concerned about the instability of magic weapons.	신수의 날 이후 마법무기의 안정성을 덜 고려하는 풍토가 늘었습니다. 				
ITEM_20150317_000182	Klavis Two-handed Sword 	클라비스 투 핸드 소드				
ITEM_20150317_000183	This sword can be a trustworthy extension of both your hands. 	당신 양손의 듬직한 확장이 될 수 있습니다.				
ITEM_20150317_000184	Thresh Two-handed Sword 	트레시 투 핸드 소드				
ITEM_20150317_000185	Sestas Two-handed Sword 	세스타스 투 핸드 소드				
ITEM_20150317_000186	Dratt Two-handed Sword 	드라트 투 핸드 소드				
ITEM_20150317_000187	Aston Two-handed Sword 	아스턴 투 핸드 소드				
ITEM_20150317_000188	Devi Tow-Handed Sword	데비 투 핸드 소드				
ITEM_20150317_000189	Prima Two-handed Sword	프리마 투 핸드 소드				
ITEM_20150317_000190	Flamini 	플라미니				
ITEM_20150317_000191	A good sword that has long been regarded as a necessity when facing demons. 	예전부터 마족을 상대하려는 용사들의 필수품으로 여겨지던 좋은 검입니다.				
ITEM_20150317_000192	Wizard Slayer 	위저드 슬레이어				
ITEM_20150317_000193	Novice Wizards often pay no mind to this particular weapon. However, a seasoned one knows to steer away from its unseen power. 	마법사들은 이 검에 신경을 쓰지는 않습니다. 다만 전투 경험이 많은 마법사들은 확실한 주의를 기울입니다.				
ITEM_20150317_000194	Two-handed Sword [Strike] 	양손검[타격]				
ITEM_20150317_000195	Like a flying dagger thrown in the darkest hours of the night, Naktis deals an unforeseen blow to its target. 	심야의 어둠속에서 튀어 나온 한 자루 검처럼 나크티스는 의외의 타격을 가합니다. 				
ITEM_20150317_000196	Luciduce 	루시두스				
ITEM_20150317_000197	Although some people dismiss this weapon as a 'tree cutting axe', its actual users will tell you that the Great Plant Cataclysm would have resulted in far worse losses without it.	나무 베는 도끼라고 비하하는 사람도 있지만, 사용자들은 이 검이 없었다면 식물재앙은 더 엄청난 피해를 가져왔을 것이라고 말합니다. 				
ITEM_20150317_000198	Hell and Heaven 	헬 엔드 헤븐				
ITEM_20150317_000199	There's a saying that claims that 'offense is the best defense.' Prove it with this weapon. 	공격이 최선의 방어라는 경구가 있습니다. 당신이 이 검으로 그 사실을 증명하십시오.				
ITEM_20150317_000200	Deathweaver Tooth 	데스위버 투스				
ITEM_20150317_000201	Chapparition Two-handed Sword 	실제로 데스위버의 신체를 이용해 만들지는 않습니다.				
ITEM_20150317_000202	Chapparition Two-handed Sword 	채퍼리션 투 핸드 소드				
ITEM_20150317_000203	Great power can sometimes be found from the intangible. Sometimes the volumeless can overpower the heavy.	실체가 없는 기원에서 나온 것이 때로는 큰 힘을 제공하기도 합니다. 부피가 없는 것에서 나온 것이 때로 큰 것을 제압합니다.				
ITEM_20150317_000204	Nulis 	눌리스				
ITEM_20150317_000205	Lends great power against beings who do not belong to the realms of night and day. 	밤과 낮 어디에도 속하지 않는 존재들에게 강한 위력을 보입니다.				
ITEM_20150317_000206	Gravity 	그래비티				
ITEM_20150317_000207	Gravity cannot be avoided by anyone or anything. But if one adapts to it, no one can underestimate its power. 	당신이 누구든 어디에 있든 중력을 피하기는 어렵습니다. 그러나 중력에 적응한다면 그 효력은 누구도 무시할 수 없습니다.				
ITEM_20150317_000208	Crude Short Rod	조악한 숏 로드				
ITEM_20150317_000209	Rod [Strike] 	로드[타격]				
ITEM_20150317_000210	A rod that all students of magic will use. 	마법을 배우는 자는 어떻게든 얻게 되는 장비입니다. 				
ITEM_20150317_000211	Short Rod 	숏 로드				
ITEM_20150317_000212	Magicians that graduate from their apprenticeship often switch to this weapon. 	마법사들이 입문기를 벗어나면 이런 장비로 교환합니다.				
ITEM_20150317_000213	Low Long Rod	로우 롱 로드				
ITEM_20150317_000214	The decorations found in a mage's equipment are added for function, not only for appearance. 	마법사 장비에 더해지는 장식들은 단순한 치장 이상의 의미가 있습니다.				
ITEM_20150317_000215	Low Cane Rover	로우 케인 로버				
ITEM_20150317_000216	When a rod is painstakingly carved by a famous wizard, it is bound to contain mystical power. 	고명한 마법사가 정성들여 깎은 지팡이는 신비한 힘을 담기 마련입니다.				
ITEM_20150317_000217	Cane 	케인				
ITEM_20150317_000218	You can customize this rod further if you can supply the materials. 	직접 깎지 않은 지팡이도 장식을 추가해 자신에게 맞추는 방법이 있다고 합니다.				
ITEM_20150317_000219	Crook 	크룩				
ITEM_20150317_000220	Legends say that evil wizards were the first to start using this weapon. 	전설에 따르면 처음에는 나쁜 심성의 마법사들이 사용했다고 합니다. 				
ITEM_20150317_000221	Pewter Rod 	퓨터 로드				
ITEM_20150317_000222	It was once a popular weapon among ambitious young wizards. 	한때 야심있는 젊은 마법사들 사이에서 유행했던 장비입니다.				
ITEM_20150317_000223	Owl Rod 	아울 로드				
ITEM_20150317_000224	The decoration is popular among experienced wizards. 	경력있는 마법사들이 좋아하는 장식이 달려있습니다.				
ITEM_20150317_000225	Rune Rod 	룬 로드				
ITEM_20150317_000226	A magical rune is used to amplify the power of this rod. 	로드의 위력을 강화하기 위해 마법룬이 사용됩니다.				
ITEM_20150317_000227	Crystal Rod 	크리스탈 로드				
ITEM_20150317_000228	A precise fitting of the jewel to the shaft is required to craft this rod. 	마력을 담을 보석과 지팡이의 정확한 결합이 요구되는 장비입니다. 				
ITEM_20150317_000229	Crude Pewter Rod	조악한 퓨터 로드				
ITEM_20150317_000230	Crude Owl Rod	조악한 아울 로드				
ITEM_20150317_000231	Soldier's Short Rod 	병사의 숏 로드				
ITEM_20150317_000232	This rod was given to magicians who joined the army. Though the procedure has been abolished since the Great Plant Cataclysm, an abundant stock still remains.	이미 마법사인 사람들이 군에 지원하면 지급되던 장비입니다. 식물재앙후에 절차는 없어졌어도 수량은 많이 남았습니다.				
ITEM_20150317_000233	Chieftain's Long Rod 	촌장의 롱 로드				
ITEM_20150317_000234	The shape of this rod was popular in the past. Although old-fashioned, the rod performs rather decently. 	예전에 유행하던 형태입니다. 구식이지만 성능이 나쁘지는 않습니다.				
ITEM_20150317_000235	Curde Cane Rover	조악한 케인 로버				
ITEM_20150317_000236	Battle Rod 	배틀 로드				
ITEM_20150317_000237	Besides the assistance in casting magic, this rod was also designed for physical combat. 	마법에 대한 보조외에 다른 전투용으로 쓰일 수 있도록 만들어진 장비입니다.				
ITEM_20150317_000238	Heavy Short Rod	헤비 숏 로드				
ITEM_20150317_000239	Long Rod 	롱 로드				
ITEM_20150317_000240	Heavy Long Rod	헤비 롱 로드				
ITEM_20150317_000241	Cane Rover 	케인 로버				
ITEM_20150317_000242	Heavy Cane	헤비 케인				
ITEM_20150317_000243	Heavy Crook	헤비 크룩				
ITEM_20150317_000244	Heavy Pewter Rod	헤비 퓨터 로드				
ITEM_20150317_000245	Dunkel Crook 	던켈 크룩				
ITEM_20150317_000246	Dunkel Crystal Rod 	던켈 크리스탈 로드				
ITEM_20150317_000247	Dunkel Long Rod 	던켈 롱 로드				
ITEM_20150317_000248	Dunkel Cane Rover 	던켈 케인 로버				
ITEM_20150317_000249	Dunkel Cane 	던켈 케인				
ITEM_20150317_000250	Dunkel Pewter Rod 	던켈 퓨터 로드				
ITEM_20150317_000251	Snake Rod 	스네이크 로드				
ITEM_20150317_000252	Alter Rod 	알터 로드				
ITEM_20150317_000253	Nald Rod 	날드 로드				
ITEM_20150317_000254	Elder Rod 	엘더 로드				
ITEM_20150317_000255	Meteor Rod 	미티어 로드				
ITEM_20150317_000256	Ring Rod 	링 로드				
ITEM_20150317_000257	Servant Rod 	서번트 로드				
ITEM_20150317_000258	Panto Rod 	판토 로드				
ITEM_20150317_000259	Wizards have been discovering new facts from monsters emerging from the Great Plant Cataclysm and applying them to varying situations.	마법사들은 식물재앙 이후 출현한 몬스터에게서 새로운 사실들을 발견해 이용하곤 합니다.				
ITEM_20150317_000260	Ice Rod 	아이스 로드				
ITEM_20150317_000261	Rumor says that every time the crafting recipe for this rod is sold, part of the money goes to the Cryomancer Master. 	소문에 따르면 이 지팡이의 제작서가 팔릴 때마다 크리오맨서 마스터에게 돈이 지불된다고 합니다.				
ITEM_20150317_000262	Fire Rod 	파이어 로드				
ITEM_20150317_000263	Only the Pyromancer Master knows the method of infusing the power of the Goddess Gabija into these rods. 	여기 속하는 모든 로드에 가비야 여신의 힘을 깃들게 하는 방법을 아는 사람은 파이로맨서 마스터뿐입니다.				
ITEM_20150317_000264	Vasia Rod 	바시아 로드				
ITEM_20150317_000265	Although priests frown upon the manipulation of spirits during its manufacturing, wizards ignore this objection. 	사제들은 마법사들이 이 제조작업에서 영혼을 다루는 일을 마땅치 않게 생각하지만, 마법사들은 신경 쓰지 않습니다.				
ITEM_20150317_000266	Magic Rod 	매직 로드				
ITEM_20150317_000267	A simple rod for enhancing magic, easily craftable by beginner mages. 	초보 마법사도 쉽게 만들 수 있는 형태의 마법강화 로드입니다.				
ITEM_20150317_000268	Grynas Rod 	그리나스 로드				
ITEM_20150317_000269	The increase in demons after the Great Plant Cataclysm increased the price of this already-expensive rod.	식물재앙후 늘어난 마족 탓에 이 로드의 수요가 커져 원래 고가인 가격이 더 높아졌습니다.				
ITEM_20150317_000270	Cheminis Rod 	케미니스 로드				
ITEM_20150317_000271	Despite the similarity in the name with another weapon, this weapon has no direct relation to the Winterspoon family. 	동명의 다른 장비와 달리 이것은 윈터스푼 가문과 직접 관련이 없습니다.				
ITEM_20150317_000272	Arch Rod 	아크 로드				
ITEM_20150317_000273	A weapon that fills the role of a stepping stone to advanced wizardry for aspiring wizards. Once the wizard achieves his objective for higher learning, this weapon is replaced by another. 	더 높은 경지에 도달하고자 하는 마법사가 그 디딤돌로 자주 사용하는 장비입니다. 일단 높아진 지능으로 목적을 이루면 다른 장비를 사용하곤 합니다.				
ITEM_20150317_000274	Imperni Rod 	임페르니 로드				
ITEM_20150317_000275	It is popular among wizards who like to stand out. 	개성을 추구하는 마법사들이 애용하는 장비입니다.				
ITEM_20150317_000276	Aras' Long Rod 	아라스의 롱 로드				
ITEM_20150317_000277	It is often given as a small gift amongst wizards thanks to its affordable price. 	적절한 가격 덕분에 마법사들 사이에 간단한 선물로 자주 교환되는 물품 가운데 하나입니다.				
ITEM_20150317_000278	Smith Rod 	스미스 로드				
