QUEST_UNUSED_20150317_000033	他のフクロウの彫像たちが導くべき霊魂たちが戻って来ています。{nl}関門付近に問題があるに違いありません。
QUEST_UNUSED_20150317_000034	よくは分かりませんが、私たちは何かに欺かれているのかもしれません。
QUEST_UNUSED_20150317_000035	やっぱり魔族でしたか。{nl}ここの静寂を奴が乱していたんです。
QUEST_UNUSED_20150317_000036	北に逃げた霊魂たちが奴に関する情報を知っているかもしれません。
QUEST_UNUSED_20150317_000037	道に迷った霊魂
QUEST_UNUSED_20150317_000038	あなたは生きていますね…。{nl}でも、あなたも決して安全ではありませんよ。
QUEST_UNUSED_20150317_000039	魔族が何を狙っているのかは分かりませんが…あの関門は開かなければなりません。
QUEST_UNUSED_20150317_000040	皆、さらに奥深い場所へフクロウの彫像を探しに行きました。{nl}私たちがここから脱出できるように、手伝ってくれませんか？
QUEST_UNUSED_20150317_000041	モンスターは霊魂を吸収しようと追い回しているんです。{nl}彼らに捕まれば、邪悪な力に染まってしまうでしょう。
QUEST_UNUSED_20150317_000042	本当にありがとうございます！{nl}この隙に逃げられそうですね…。
QUEST_UNUSED_20150317_000043	未練の多い霊魂
QUEST_UNUSED_20150317_000044	私、知ってるんです。{nl}先に北へ行った霊魂たちはそこに辿りつけないって。{nl}でも、この上に他のフクロウの彫像のところへ行ける道があるんです。{nl}丘の上のサクモリーたちのせいで私には行けませんが…。
QUEST_UNUSED_20150317_000045	モンスターたちはどうして私たちを追いまわすんでしょうか…。{nl}死んでからも、こんなに辛いなんて…。
QUEST_UNUSED_20150317_000046	本当なんですか？{nl}道がふさがっているなんて…。
QUEST_UNUSED_20150317_000047	仕方ありませんね。{nl}とりあえず、その霊魂たちがどこへ向かうのかをお教えします。{nl}北に進むとフクロウの彫像が一つ見えるはずです。そこへ行ってみてください。
QUEST_UNUSED_20150317_000048	また奴らが来る前に女神のもとへ逝けたら…
QUEST_UNUSED_20150317_000049	神聖なフクロウの彫像
QUEST_UNUSED_20150317_000050	私は少し前に変異したデスモドスからずっと攻撃を受けています。{nl}木でできたこの身体も、そろそろ壊れてしまうでしょう。
QUEST_UNUSED_20150317_000051	私に預けられた遺骨箱や霊魂たちをまた彷徨わせるわけにはいきません…。
QUEST_UNUSED_20150317_000052	小さいけれど、凶悪な奴らなのです。
QUEST_UNUSED_20150317_000053	悲しいですが、私たち彫像は今、テスラ様に与えられた任務を遂行できる状況ではありません。{nl}自分を守ることさえできれば…。{nl}
QUEST_UNUSED_20150317_000054	私に任された霊魂たちが多すぎます。
QUEST_UNUSED_20150317_000055	立派ですね！
QUEST_UNUSED_20150317_000056	南へ向かってください。{nl}私のように壊れかけた彫像がいるはずです。
QUEST_UNUSED_20150317_000057	憂うつなフクロウの彫像
QUEST_UNUSED_20150317_000058	生きている人がここへ来るなんて不思議ですね。{nl}霊魂たちを見かけなくなってから、もう何年経ったでしょうか…。
QUEST_UNUSED_20150317_000059	あなたのおかげでここであと何年かは耐えられそうな気がします。
QUEST_UNUSED_20150317_000060	あなたが目撃したモンスターたちは私たちを窮地に追い込んだハロウヴェンターの群れです。{nl}モンスターたちを止めるためには空っぽのフクロウたちを壊さなければなりません。{nl}ハロウヴェンターの群れが罠に使っているんです。{nl}渓谷のおくにある空っぽのフクロウの彫像を確認しなければ…。
QUEST_UNUSED_20150317_000061	霊魂はフクロウたちのところへ行こうとしています。{nl}でも、空っぽのフクロウに食べられてしまって…。{nl}奴らは霊魂たちがフクロウを探してさまよっていることをよく知っているんですよ。
QUEST_UNUSED_20150317_000062	そんなに多くの彫像を使っていたなんて…。
QUEST_UNUSED_20150317_000063	あなたが出会った霊魂たちが言っていたのは、霊魂たちが私たちフクロウを訪ねて来ていた場所でした。{nl}今はハロウヴェンターの群れが設置した罠だらけで…。{nl}ハロウヴェンターの罠は、誰にとっても脅威なんです。
QUEST_UNUSED_20150317_000064	霊魂は道に迷うと他の霊魂のところへ行きます。{nl}明るく光る罠は、それを狙って霊魂を誘惑するんですよ。
QUEST_UNUSED_20150317_000065	たくさん罠があったんですね…。
QUEST_UNUSED_20150317_000066	鍵を持つハロウヴェンターが周辺にいるはずなのに…{nl}おかしいですね。
QUEST_UNUSED_20150317_000067	周辺のハロウヴェンターの群れを退治すれば現れるかもしれません。{nl}出て来ないなら、引っ張り出さなければ。
QUEST_UNUSED_20150317_000068	あのモンスターたちはどこから現れたんでしょうか？
QUEST_UNUSED_20150317_000069	これでも出てこないなら…{nl}心当たりがあります。
QUEST_UNUSED_20150317_000070	これでも鍵を持つハロウヴェンターが現れないなら…。{nl}きっと私が教えた場所にいるはずです。
QUEST_UNUSED_20150317_000071	あなたが到着すれば、必ず姿を現すでしょう。
QUEST_UNUSED_20150317_000072	これは…関門の鍵です。
QUEST_UNUSED_20150317_000073	鍵で関門を開けてください。{nl}関門の向こう側に霊魂を導く道しるべの霊魂がいるはずです。{nl}その霊魂があなたに力を貸してくれるでしょう。
QUEST_UNUSED_20150317_000074	時々霊魂たちの中には導かれるよりも残って他の霊魂たちを助ける者たちもいます。その霊魂もそういう霊魂なんですよ。
QUEST_UNUSED_20150317_000075	道しるべの霊魂
QUEST_UNUSED_20150317_000076	こんにちは！{nl}ああ…生きている人ですね。
QUEST_UNUSED_20150317_000077	私はもう導かれる時を過ぎてしまったんです。でも、堕落したりはしませんでした。{nl}あなたが来るまで、私が案内しなきゃいけない霊魂がいなくてもう諦めようかとは思っていましたけどね。{nl}さあ、あの関門を開けてください。{nl}そして向う側にいるフクロウの彫像にここはもう安全だって伝えてくださいね！
QUEST_UNUSED_20150317_000078	私ですか？私の話をすると長くなるんですけど…。
QUEST_UNUSED_20150317_000079	魔族を退治すれば、その手下たちは姿を消すと思ったんですけど…{nl}違いましたね。門を開いてくれてありがとうございます。
QUEST_UNUSED_20150317_000080	道しるべの霊魂の助言を聞いてください。{nl}さまよえる霊魂には助けが必要なのです。
QUEST_UNUSED_20150317_000081	困りましね。その力がまた魔族だったらどうしましょう…。
QUEST_UNUSED_20150317_000082	ああ、あの霊魂のことでしたか。{nl}それなら、丘の高いところをさまよっていますよ。
QUEST_UNUSED_20150317_000083	行くつもりなら、方向をお教えします。{nl}でも、途中にダークスライムがたくさんいて…{nl}あなたにはかなり危険かもしれません。
QUEST_UNUSED_20150317_000084	確実なことは、決して魔族ではないということです。{nl}でも…かなり混乱しているようですね。
QUEST_UNUSED_20150317_000085	名も無き霊魂
QUEST_UNUSED_20150317_000086	私たちフクロウはあなたを待っていました。{nl}歓迎しますよ。
QUEST_UNUSED_20150317_000087	向こうにブラックジグリたちがいますね。{nl}テスラ様がこの森を見たら、どれだけ悲しまれるか…。
QUEST_UNUSED_20150317_000088	向こうに散らばっている遺骨箱を見るだけでも胸が痛みます。
QUEST_UNUSED_20150317_000089	レッドプラギが怖くて…。{nl}ほら、向こうにいるでしょう？
QUEST_UNUSED_20150317_000090	ブラックサクモリーたちがあそこにいる限り…通ることはできません。{nl}丘の上はブラックサクモリーでいっぱいなんですよ。
QUEST_UNUSED_20150317_000091	私を守る方法を思いつきました。{nl}フィッシャーマンたちが飲み込んだ霊魂たちからかすか神聖な力を感じるんです。{nl}フィッシャーマンが飲み込んだ神聖な力を取り戻せば…。
QUEST_UNUSED_20150317_000092	待ちわびるフクロウの彫像
QUEST_UNUSED_20150317_000093	静けさの森(1)
QUEST_UNUSED_20150317_000094	ブラックジグリを退治する
QUEST_UNUSED_20150317_000095	静けさの森(2)
QUEST_UNUSED_20150317_000096	
QUEST_UNUSED_20150317_000097	静けさの森(3)
QUEST_UNUSED_20150317_000098	関門を確認する
QUEST_UNUSED_20150317_000099	静けさの森(4)
QUEST_UNUSED_20150317_000100	霊魂を探してみる
QUEST_UNUSED_20150317_000101	毒の中の霊魂(1)
QUEST_UNUSED_20150317_000102	レッドプラギを退治する
QUEST_UNUSED_20150317_000103	毒の中の霊魂(2)
QUEST_UNUSED_20150317_000104	ブラックサクモリーを退治する
QUEST_UNUSED_20150317_000105	毒の中の霊魂(3)
QUEST_UNUSED_20150317_000106	フクロウの彫像を確認してみる
QUEST_UNUSED_20150317_000107	毒の中の霊魂(4)
QUEST_UNUSED_20150317_000108	確認しています/MAKING/2.5/TRACK_BEFORE/None
QUEST_UNUSED_20150317_000109	フクロウの彫像の救援要請
QUEST_UNUSED_20150317_000110	デスモドスを退治する
QUEST_UNUSED_20150317_000111	森に潜む魔族(1)
QUEST_UNUSED_20150317_000112	手伝う
QUEST_UNUSED_20150317_000113	森に潜む魔族(2)
QUEST_UNUSED_20150317_000114	フクロウの彫像のところへ行く
QUEST_UNUSED_20150317_000115	霊魂ハンター(1)
QUEST_UNUSED_20150317_000116	フクロウの彫像を確認する
QUEST_UNUSED_20150317_000117	霊魂ハンター(2)
QUEST_UNUSED_20150317_000118	罠を除去する
QUEST_UNUSED_20150317_000119	霊魂ハンター(3)
QUEST_UNUSED_20150317_000120	ハロウヴェンターの群れを退治する
QUEST_UNUSED_20150317_000121	霊魂ハンター(4)
QUEST_UNUSED_20150317_000122	ハロウヴェンターを退治する
QUEST_UNUSED_20150317_000123	関門を開く(1)
QUEST_UNUSED_20150317_000124	関門を開く(2)
QUEST_UNUSED_20150317_000125	フクロウの彫像に霊魂の話を伝える
QUEST_UNUSED_20150317_000126	さまよえる霊魂(1)
QUEST_UNUSED_20150317_000127	さまよえる霊魂(2)
QUEST_UNUSED_20150317_000128	ダークスライムを退治する
QUEST_UNUSED_20150317_000129	さまよえる霊魂(3)
QUEST_UNUSED_20150317_000130	ビテレジーナの襲撃
QUEST_UNUSED_20150317_000131	ウェアウルフの襲撃
QUEST_UNUSED_20150317_000132	
QUEST_UNUSED_20150317_000133	魔術師の塔を占領した魔将
QUEST_UNUSED_20150317_000134	
QUEST_UNUSED_20150317_000135	密室の秘密
QUEST_UNUSED_20150317_000136	賭けに応じる
QUEST_UNUSED_20150317_000137	試験を受ける
QUEST_UNUSED_20150317_000138	好奇心の肯定
QUEST_UNUSED_20150317_000139	やる
QUEST_UNUSED_20150317_000140	弱いフクロウの彫像と話す
QUEST_UNUSED_20150317_000141	
QUEST_UNUSED_20150317_000142	
QUEST_UNUSED_20150317_000143	ブラックジグリ退治
QUEST_UNUSED_20150317_000144	ブラックジグリを退治する
QUEST_UNUSED_20150317_000145	遺骨箱を回収
QUEST_UNUSED_20150317_000146	
QUEST_UNUSED_20150317_000147	霊魂の関門を確認
QUEST_UNUSED_20150317_000148	霊魂の関門を確認して来る
QUEST_UNUSED_20150317_000149	道に迷った霊魂と話す
QUEST_UNUSED_20150317_000150	北の道に沿って進み、道に迷った霊魂と話す
QUEST_UNUSED_20150317_000151	道に迷った霊魂と話す
QUEST_UNUSED_20150317_000152	レッドプラギ退治
QUEST_UNUSED_20150317_000153	レッドプラギを退治する
QUEST_UNUSED_20150317_000154	未練の多い霊魂と話す
QUEST_UNUSED_20150317_000155	未練の多い霊魂と話す
QUEST_UNUSED_20150317_000156	ブラックサクモリー退治
QUEST_UNUSED_20150317_000157	ブラックサクモリーを退治する
QUEST_UNUSED_20150317_000158	ブラックサクモリー退治
QUEST_UNUSED_20150317_000159	フクロウの彫像を確認
QUEST_UNUSED_20150317_000160	フクロウの彫像を確認する
QUEST_UNUSED_20150317_000161	押し寄せるモンスター退治
QUEST_UNUSED_20150317_000162	押し寄せるモンスターを退治する
QUEST_UNUSED_20150317_000163	神聖なフクロウの彫像と話す
QUEST_UNUSED_20150317_000164	神聖なフクロウの彫像と話す
QUEST_UNUSED_20150317_000165	デスモドス退治
QUEST_UNUSED_20150317_000166	デスモドスを退治する
QUEST_UNUSED_20150317_000167	フィッシャーマンから神聖な力の欠片を回収
QUEST_UNUSED_20150317_000168	フィッシャーマンから神聖な力の欠片を取り戻す
QUEST_UNUSED_20150317_000169	レッドフィッシャーマン退治
QUEST_UNUSED_20150317_000170	憂鬱なフクロウの彫像と話す
QUEST_UNUSED_20150317_000171	憂鬱なフクロウの彫像と話す
QUEST_UNUSED_20150317_000172	空っぽのフクロウの彫像確認
QUEST_UNUSED_20150317_000173	空っぽのフクロウの彫像を確認する
QUEST_UNUSED_20150317_000174	霊魂の罠を除去
QUEST_UNUSED_20150317_000175	霊魂の罠を探して壊す
QUEST_UNUSED_20150317_000176	ネクロヴェンターの手下退治
QUEST_UNUSED_20150317_000177	ネクロヴェンターの手下を退治する
QUEST_UNUSED_20150317_000178	霊魂ハンターの手下退治
QUEST_UNUSED_20150317_000179	鍵番ハロウヴェンター退治
QUEST_UNUSED_20150317_000180	鍵番ハロウヴェンターを退治して鍵を手に入れる
QUEST_UNUSED_20150317_000181	鍵番
QUEST_UNUSED_20150317_000182	ハロウヴェンターの手下
QUEST_UNUSED_20150317_000183	道しるべの霊魂と話す
QUEST_UNUSED_20150317_000184	道しるべの霊魂と話す
QUEST_UNUSED_20150317_000185	妨害するモンスターを退治
QUEST_UNUSED_20150317_000186	妨害するモンスターを退治する
QUEST_UNUSED_20150317_000187	ネクロヴェンターの残党退治
QUEST_UNUSED_20150317_000188	ブラックスライム退治
QUEST_UNUSED_20150317_000189	ブラックスライムを退治する
QUEST_UNUSED_20150317_000190	怪しい場所を確認
QUEST_UNUSED_20150317_000191	怪しい場所を確認する
QUEST_UNUSED_20150317_000192	制限時間まで地域防御
QUEST_UNUSED_20150317_000193	制限時間まで、襲いかかるモンスターの攻撃から生き残る
QUEST_UNUSED_20150317_000194	名も無き霊魂と話す
QUEST_UNUSED_20150317_000195	名も無き霊魂と話す
QUEST_UNUSED_20150317_000196	道をふさぐモンスター退治
QUEST_UNUSED_20150317_000197	ビテレジーナを退治してください
QUEST_UNUSED_20150317_000198	ビテレジーナ退治
QUEST_UNUSED_20150317_000199	ウェアウルフが現れました
QUEST_UNUSED_20150317_000200	いきなり現れたウェアウルフ退治
QUEST_UNUSED_20150317_000201	ウェアウルフ退治
QUEST_UNUSED_20150317_000202	ハミング退治
QUEST_UNUSED_20150317_000203	魔術師の塔を占領した魔将を探す
QUEST_UNUSED_20150317_000204	魔術師の塔を占領した魔将ヘルガ・セルクルを探してください
QUEST_UNUSED_20150317_000205	
QUEST_UNUSED_20150317_000206	いきなり現れたソードマンマスターと話す
QUEST_UNUSED_20150317_000207	突然あなたの前にソードマンマスターが現れました。話してみてください。
QUEST_UNUSED_20150317_000208	ヒドゥンクエスト発生
QUEST_UNUSED_20150317_000209	隠しクエストが発生しました。カーティンの密室でバンシーを狩ってください。
QUEST_UNUSED_20150317_000210	ソードマンマスターの試験を無事に終えました。クラペダにいるソードマンマスターを訪ねてください。
QUEST_UNUSED_20150317_000211	バンシー退治
QUEST_UNUSED_20150317_000212	いきなり現れたウィザードマスターと話す
QUEST_UNUSED_20150317_000213	突然あなたの前にウィザードマスターが現れました。話してみてください。{nl}
QUEST_UNUSED_20150317_000214	ウィザードマスターを訪ねる
QUEST_UNUSED_20150317_000215	ウィザードマスターの試験を無事に終えました。クラペダにいるウィザードマスターを訪ねてください。
QUEST_UNUSED_20150317_000216	いきなり現れたアーチャーマスターと話す
QUEST_UNUSED_20150317_000217	突然あなたの前にアーチャーマスターが現れました。話してみてください。
QUEST_UNUSED_20150317_000218	隠しクエストが発生しました。カーティンの密室でバンシーを狩ってください。
QUEST_UNUSED_20150317_000219	アーチャーマスターの試験を無事に終えました。クラペダにいるアーチャーマスターを訪ねてください。
QUEST_UNUSED_20150317_000220	いきなり現れたクレリックマスターと話す
QUEST_UNUSED_20150317_000221	突然あなたの前にクレリックマスターが現れました。話してみてください。
QUEST_UNUSED_20150317_000222	クレリックマスターの試験を無事に終えました。クラペダにいるクレリックマスターを訪ねてください。
QUEST_UNUSED_20150317_000223	門番フクロウはあなたに気付いて歓迎しているようです。門番フクロウと話してください。
QUEST_UNUSED_20150317_000224	大聖堂で大理石の欠片を集める
QUEST_UNUSED_20150317_000225	門番フクロウの話によると、フクロウの彫像たちは彫刻家テスラに恩返しをしたがっているようです。大聖堂のモンスターから大理石の欠片を集めてください。
QUEST_UNUSED_20150317_000226	彫刻家テスラに大理石の欠片を届ける
QUEST_UNUSED_20150317_000227	
QUEST_UNUSED_20150323_000228	クレー峠へ
QUEST_UNUSED_20150323_000229	クレー峠へ移動する
QUEST_UNUSED_20150323_000230	クレー峠入口に散らばっている遺骨箱を集める
QUEST_UNUSED_20150323_000231	大理石の欠片を集めました。ビエタ渓谷にいる彫刻家テスラに大理石の欠片を届けてください。
QUEST_UNUSED_20150714_000232	一応念のため、周辺のモンスターを倒してもらえませんか？{nl}ロドマ第1遺跡のモンスターが凶暴化したという報告もあるので…。
QUEST_UNUSED_20150714_000233	それはともかく…。{nl}名もなき勇士の墓の彷徨う亡霊が持っている霊魂のエキスが必要です。{nl}どんな手を使っても構いませんので、彼らから霊魂のエキスを集めて来てください。
QUEST_UNUSED_20150714_000234	ですが、私が欲しいのは純粋な霊魂です。{nl}持ってきてくれた二つの霊魂石を聖物箱に入れて浄化してください。
QUEST_UNUSED_20150714_000235	さっき見つけてくれた金属板…どうやら次の部分が残っているようなんです。{nl}私が見つけた金属板はあれしかないのに…困りましたね。{nl}
QUEST_UNUSED_20150714_000236	ああ、まだ一か所だけ探してない場所があるんでした。フォルサス街道なんですが…{nl}そこに行ってみてもらえませんか？
QUEST_UNUSED_20150714_000237	うまく行ってますか？{nl}私の考えが足りなかったみたいですね。
QUEST_UNUSED_20150714_000238	研究資料です。クリオマンサーマスターに、私の代わりに研究資料を届けに来たと言ってください。
QUEST_UNUSED_20150714_000239	あのウッドゴブリンたちを統率する巨大な奴がいるんです。
QUEST_UNUSED_20150714_000240	このラウキメ低湿地でジャイアントウッドゴブリンと遭遇するかもしれませんね。{nl}そうなったら、大変でもどうか倒してください。
QUEST_UNUSED_20150714_000241	図体も大きくて手強い奴なんです。どうか、お気を付けて。
QUEST_UNUSED_20150714_000242	奴と戦うことになったら、他の人たちと協力することをお勧めします。
QUEST_UNUSED_20150714_000243	本当に奴を倒すなんて…。{nl}あなたは私が考えていた以上に強いんですね。驚きました。{nl}あなたと一緒ならば、修道院の修復も難しくないかもしれません。
QUEST_UNUSED_20150714_000244	誘引物を配置しています
QUEST_UNUSED_20150714_000245	火をつけています
QUEST_UNUSED_20150714_000246	
QUEST_UNUSED_20150714_000247	鍵を設置しています
QUEST_UNUSED_20150714_000248	エサを置いています
QUEST_UNUSED_20150714_000249	除草剤を使っています
QUEST_UNUSED_20150714_000250	
QUEST_UNUSED_20150714_000251	
QUEST_UNUSED_20150714_000252	
QUEST_UNUSED_20150714_000253	
QUEST_UNUSED_20150714_000254	
QUEST_UNUSED_20150714_000255	燃やしています
QUEST_UNUSED_20150714_000256	見えない物は読めない
QUEST_UNUSED_20150714_000257	不発弾処理(1)
QUEST_UNUSED_20150714_000258	
QUEST_UNUSED_20150714_000259	
QUEST_UNUSED_20150714_000260	不発弾処理(2)
QUEST_UNUSED_20150714_000261	
QUEST_UNUSED_20150714_000262	最後の一匹まで
QUEST_UNUSED_20150714_000263	努力する
QUEST_UNUSED_20150714_000264	手強すぎるから断る
QUEST_UNUSED_20150714_000265	不発弾処理
QUEST_UNUSED_20150714_000266	前哨区域を歩いていたら不発弾を発見しました。不発弾を処理する方法についてサッパーマスターに尋ねましょう。
QUEST_UNUSED_20150714_000267	サッパーマスターが不発弾処理の方法について説明しようとしています。サッパーマスターと話してください。
QUEST_UNUSED_20150714_000268	
QUEST_UNUSED_20150714_000269	
QUEST_UNUSED_20150714_000270	
QUEST_UNUSED_20150714_000271	ジェフリーはまだ気がかりなことがあるようです。彼と話してください。
QUEST_UNUSED_20150714_000272	ジャイアントウッドゴブリン退治
QUEST_UNUSED_20150714_000273	ジェフリーから、ウッドゴブリンを統率するジャイアントウッドゴブリンを退治してほしいと頼まれました。
QUEST_UNUSED_20150714_000274	ジャイアントウッドゴブリンの退治に成功しました。ジェフリーに報告してください。
QUEST_UNUSED_20150717_000275	クポルメイーレ
QUEST_UNUSED_20150717_000276	シュトリガイラ
QUEST_UNUSED_20150717_000277	
QUEST_UNUSED_20150717_000278	箱に入っているのは…？
QUEST_UNUSED_20150717_000279	モンスターが持っている部隊の印章
QUEST_UNUSED_20150717_000280	
QUEST_UNUSED_20150717_000281	
QUEST_UNUSED_20150717_000282	石化探知機を確認する
QUEST_UNUSED_20150717_000283	
QUEST_UNUSED_20150717_000284	
QUEST_UNUSED_20150717_000285	
QUEST_UNUSED_20150717_000286	
QUEST_UNUSED_20150717_000287	沿岸要塞の片隅にある宝箱が怪しいです。近寄って開けてみましょう。
QUEST_UNUSED_20150717_000288	
QUEST_UNUSED_20150717_000289	
QUEST_UNUSED_20150717_000290	
QUEST_UNUSED_20150717_000291	
QUEST_UNUSED_20150717_000292	
QUEST_UNUSED_20150729_000293	
QUEST_UNUSED_20150729_000294	
QUEST_UNUSED_20150729_000295	
QUEST_UNUSED_20150729_000296	
QUEST_UNUSED_20150729_000297	
QUEST_UNUSED_20150729_000298	
QUEST_UNUSED_20150729_000299	
QUEST_UNUSED_20150729_000300	
QUEST_UNUSED_20150729_000301	
QUEST_UNUSED_20150729_000302	
QUEST_UNUSED_20150729_000303	
QUEST_UNUSED_20150729_000304	
QUEST_UNUSED_20150729_000305	
QUEST_UNUSED_20150729_000306	
QUEST_UNUSED_20150729_000307	
QUEST_UNUSED_20150729_000308	
QUEST_UNUSED_20150729_000309	ええ。とにかく、その部品を持って行って故障した探知機を修理してください。{nl}我々がすべきですが、この場を離れることができないのです。
QUEST_UNUSED_20150729_000310	
QUEST_UNUSED_20150729_000311	
QUEST_UNUSED_20150729_000312	
QUEST_UNUSED_20150729_000313	
QUEST_UNUSED_20150729_000314	
QUEST_UNUSED_20150729_000315	
QUEST_UNUSED_20150729_000316	
QUEST_UNUSED_20150729_000317	
QUEST_UNUSED_20150729_000318	
QUEST_UNUSED_20150729_000319	
QUEST_UNUSED_20150729_000320	
QUEST_UNUSED_20150729_000321	
QUEST_UNUSED_20150729_000322	
QUEST_UNUSED_20150729_000323	
QUEST_UNUSED_20150729_000324	信号
QUEST_UNUSED_20150729_000325	尻尾切り(1)
QUEST_UNUSED_20150729_000326	尻尾切り(2)
QUEST_UNUSED_20150729_000327	尻尾切り(3)
QUEST_UNUSED_20150729_000328	行き止まり(1)
QUEST_UNUSED_20150729_000329	行き止まり(2)
QUEST_UNUSED_20150729_000330	行き止まり(3)
QUEST_UNUSED_20150729_000331	記録物待避所
QUEST_UNUSED_20150729_000332	気高き魔将
QUEST_UNUSED_20150729_000333	自分を探す旅(1)
QUEST_UNUSED_20150729_000334	自分を探す旅(2)
QUEST_UNUSED_20150729_000335	自分を探す旅(3)
QUEST_UNUSED_20150729_000336	自分を探す旅(4)
QUEST_UNUSED_20150729_000337	自分を探す旅(5)
QUEST_UNUSED_20150729_000338	自分を探す旅(6)
QUEST_UNUSED_20150729_000339	終わらない取引(1)
QUEST_UNUSED_20150729_000340	終わらない取引(2)
QUEST_UNUSED_20150729_000341	終わらない取引(3)
QUEST_UNUSED_20150729_000342	終わらない取引(4)
QUEST_UNUSED_20150729_000343	ルグィン家の悲劇(1)
QUEST_UNUSED_20150729_000344	ルグィン家の悲劇(2)
QUEST_UNUSED_20150729_000345	ルグィン家の悲劇(3)
QUEST_UNUSED_20150729_000346	進行
QUEST_UNUSED_20150730_000347	
QUEST_UNUSED_20150730_000348	
QUEST_UNUSED_20150730_000349	
QUEST_UNUSED_20150803_000350	団員イルマンタスと話す
QUEST_UNUSED_20150803_000351	団員グラジナを探す
QUEST_UNUSED_20150803_000352	近くから誰かの呼ぶ声が聞こえます。
QUEST_UNUSED_20150803_000353	団員グラジナと話す
QUEST_UNUSED_20150803_000354	イルマンタスに物を届ける
QUEST_UNUSED_20150803_000355	団員アリーナを訪ねる
QUEST_UNUSED_20150803_000356	団員アリーナと話す
QUEST_UNUSED_20150803_000357	
QUEST_UNUSED_20150804_000358	王陵に接近するにはジャカリエル大王の全ての試練を乗り越えなければなりません。次のソ連の証を手に入れるため、史学者レキシファーと話してみましょう。
